Treatment,Replicate,Settling,Number,Transfer
GALSET,4,yes,2,4
GALSET,4,yes,5,4
GALSET,4,yes,2,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,1,no,3,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,1,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,5,4
YPD,1,no,1,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,5,4
YPD,1,no,3,4
YPD,1,no,3,4
YPD,1,no,4,4
YPD,1,no,1,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,1,4
YPD,1,no,5,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,4,4
YPD,1,no,4,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,3,4
YPD,1,no,4,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,1,4
YPD,1,no,3,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,5,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,1,no,4,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,1,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,4,4
YPD,1,no,5,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,3,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,2,4
YPD,1,no,4,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,4,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,4,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,3,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,4,4
YPD,2,no,1,4
YPD,2,no,4,4
YPD,2,no,1,4
YPD,2,no,5,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,3,4
YPD,2,no,1,4
YPD,2,no,3,4
YPD,2,no,5,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,5,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,5,4
YPD,2,no,2,4
YPD,2,no,5,4
YPD,2,no,2,4
YPD,2,no,5,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,3,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,3,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,3,4
YPD,2,no,3,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,3,4
YPD,2,no,3,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,3,4
YPD,2,no,3,4
YPD,2,no,3,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,3,4
YPD,2,no,1,4
YPD,2,no,5,4
YPD,2,no,6,4
YPD,2,no,1,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,3,4
YPD,2,no,5,4
YPD,2,no,4,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,2,no,1,4
YPD,2,no,2,4
YPD,2,no,2,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,3,4
YPD,3,no,1,4
YPD,3,no,3,4
YPD,3,no,3,4
YPD,3,no,7,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,3,4
YPD,3,no,4,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,3,4
YPD,3,no,1,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,5,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,1,4
YPD,3,no,3,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,3,4
YPD,3,no,4,4
YPD,3,no,1,4
YPD,3,no,1,4
YPD,3,no,4,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,5,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,3,4
YPD,3,no,3,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,2,4
YPD,3,no,2,4
YPD,3,no,4,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,2,4
YPD,3,no,1,4
YPD,3,no,3,4
YPD,4,no,3,4
YPD,4,no,4,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,4,4
YPD,4,no,4,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,4,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,2,4
YPD,4,no,5,4
YPD,4,no,2,4
YPD,4,no,4,4
YPD,4,no,3,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,4,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,3,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,3,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,6,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,4,4
YPD,4,no,2,4
YPD,4,no,4,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,3,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,2,4
YPD,4,no,5,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,8,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,3,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,5,4
YPD,4,no,3,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,1,4
YPD,4,no,2,4
YPD,4,no,2,4
YPD,4,no,5,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,4,4
YPD,4,no,3,4
YPD,4,no,1,4
YPD,4,no,3,4
YPD,4,no,4,4
YPDSET,1,yes,2,4
YPDSET,1,yes,4,4
YPDSET,1,yes,3,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,4,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,5,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,4,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,5,4
YPDSET,1,yes,4,4
YPDSET,1,yes,2,4
YPDSET,1,yes,4,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,5,4
YPDSET,1,yes,3,4
YPDSET,1,yes,3,4
YPDSET,1,yes,4,4
YPDSET,1,yes,1,4
YPDSET,1,yes,1,4
YPDSET,1,yes,4,4
YPDSET,1,yes,2,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,3,4
YPDSET,1,yes,3,4
YPDSET,1,yes,4,4
YPDSET,1,yes,1,4
YPDSET,1,yes,1,4
YPDSET,1,yes,4,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,3,4
YPDSET,1,yes,4,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,4,4
YPDSET,1,yes,3,4
YPDSET,1,yes,4,4
YPDSET,1,yes,2,4
YPDSET,1,yes,4,4
YPDSET,1,yes,1,4
YPDSET,1,yes,3,4
YPDSET,1,yes,3,4
YPDSET,1,yes,3,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,5,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,4,4
YPDSET,1,yes,4,4
YPDSET,1,yes,5,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,4,4
YPDSET,1,yes,1,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,3,4
YPDSET,1,yes,2,4
YPDSET,1,yes,1,4
YPDSET,1,yes,5,4
YPDSET,1,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,1,4
YPDSET,2,yes,1,4
YPDSET,2,yes,4,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,4,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,4,4
YPDSET,2,yes,4,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,3,4
YPDSET,2,yes,1,4
YPDSET,2,yes,1,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,3,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,7,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,4,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,4,4
YPDSET,2,yes,2,4
YPDSET,2,yes,4,4
YPDSET,2,yes,4,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,8,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,3,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,5,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,4,4
YPDSET,2,yes,3,4
YPDSET,2,yes,3,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,4,4
YPDSET,2,yes,3,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,4,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,1,4
YPDSET,2,yes,1,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,3,4
YPDSET,2,yes,3,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,2,yes,2,4
YPDSET,3,yes,5,4
YPDSET,3,yes,5,4
YPDSET,3,yes,3,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,5,4
YPDSET,3,yes,1,4
YPDSET,3,yes,3,4
YPDSET,3,yes,3,4
YPDSET,3,yes,4,4
YPDSET,3,yes,3,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,3,4
YPDSET,3,yes,3,4
YPDSET,3,yes,3,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,4,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,2,4
YPDSET,3,yes,5,4
YPDSET,3,yes,3,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,4,4
YPDSET,3,yes,5,4
YPDSET,3,yes,4,4
YPDSET,3,yes,4,4
YPDSET,3,yes,3,4
YPDSET,3,yes,4,4
YPDSET,3,yes,2,4
YPDSET,3,yes,5,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,5,4
YPDSET,3,yes,1,4
YPDSET,3,yes,3,4
YPDSET,3,yes,3,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,4,4
YPDSET,3,yes,1,4
YPDSET,3,yes,4,4
YPDSET,3,yes,3,4
YPDSET,3,yes,3,4
YPDSET,3,yes,4,4
YPDSET,3,yes,2,4
YPDSET,3,yes,4,4
YPDSET,3,yes,2,4
YPDSET,3,yes,2,4
YPDSET,3,yes,2,4
YPDSET,3,yes,4,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,3,4
YPDSET,3,yes,4,4
YPDSET,3,yes,1,4
YPDSET,3,yes,3,4
YPDSET,3,yes,2,4
YPDSET,3,yes,3,4
YPDSET,3,yes,2,4
YPDSET,3,yes,3,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,4,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,4,4
YPDSET,3,yes,5,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,1,4
YPDSET,3,yes,3,4
YPDSET,3,yes,2,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,3,4
YPDSET,3,yes,2,4
YPDSET,3,yes,3,4
YPDSET,3,yes,1,4
YPDSET,3,yes,2,4
YPDSET,3,yes,5,4
YPDSET,3,yes,4,4
YPDSET,4,yes,1,4
YPDSET,4,yes,1,4
YPDSET,4,yes,5,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,3,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,3,4
YPDSET,4,yes,3,4
YPDSET,4,yes,4,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,4,4
YPDSET,4,yes,1,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,8,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,3,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,4,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,3,4
YPDSET,4,yes,7,4
YPDSET,4,yes,4,4
YPDSET,4,yes,5,4
YPDSET,4,yes,4,4
YPDSET,4,yes,3,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,4,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,3,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,7,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,5,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,5,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,4,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,4,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,3,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
YPDSET,4,yes,1,4
YPDSET,4,yes,3,4
YPDSET,4,yes,1,4
YPDSET,4,yes,4,4
YPDSET,4,yes,4,4
YPDSET,4,yes,3,4
YPDSET,4,yes,1,4
YPDSET,4,yes,4,4
YPDSET,4,yes,4,4
YPDSET,4,yes,1,4
YPDSET,4,yes,1,4
YPDSET,4,yes,2,4
YPDSET,4,yes,2,4
GAL,5,no,5,4
GAL,5,no,4,4
GAL,5,no,7,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,4,4
GAL,5,no,4,4
GAL,5,no,5,4
GAL,5,no,5,4
GAL,5,no,7,4
GAL,5,no,3,4
GAL,5,no,1,4
GAL,5,no,1,4
GAL,5,no,2,4
GAL,5,no,8,4
GAL,5,no,3,4
GAL,5,no,3,4
GAL,5,no,3,4
GAL,5,no,2,4
GAL,5,no,4,4
GAL,5,no,4,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,2,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,5,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,2,4
GAL,5,no,2,4
GAL,5,no,6,4
GAL,5,no,4,4
GAL,5,no,5,4
GAL,5,no,4,4
GAL,5,no,2,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,5,4
GAL,5,no,4,4
GAL,5,no,3,4
GAL,5,no,7,4
GAL,5,no,6,4
GAL,5,no,3,4
GAL,5,no,2,4
GAL,5,no,4,4
GAL,5,no,3,4
GAL,5,no,5,4
GAL,5,no,3,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,3,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,3,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,3,4
GAL,5,no,3,4
GAL,5,no,9,4
GAL,5,no,5,4
GAL,5,no,5,4
GAL,5,no,12,4
GAL,5,no,5,4
GAL,5,no,5,4
GAL,5,no,1,4
GAL,5,no,2,4
GAL,5,no,1,4
GAL,5,no,4,4
GAL,5,no,7,4
GAL,5,no,2,4
GAL,5,no,5,4
GAL,5,no,6,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,3,4
GAL,5,no,8,4
GAL,5,no,3,4
GAL,5,no,5,4
GAL,5,no,5,4
GAL,5,no,3,4
GAL,5,no,11,4
GAL,5,no,4,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,1,4
GAL,5,no,2,4
GAL,5,no,1,4
GAL,5,no,3,4
GAL,5,no,3,4
GAL,5,no,4,4
GAL,5,no,2,4
GAL,5,no,2,4
GAL,5,no,8,4
GAL,5,no,2,4
GAL,5,no,3,4
GAL,5,no,2,4
GAL,6,no,1,4
GAL,6,no,2,4
GAL,6,no,7,4
GAL,6,no,2,4
GAL,6,no,8,4
GAL,6,no,6,4
GAL,6,no,7,4
GAL,6,no,4,4
GAL,6,no,2,4
GAL,6,no,6,4
GAL,6,no,6,4
GAL,6,no,6,4
GAL,6,no,3,4
GAL,6,no,3,4
GAL,6,no,6,4
GAL,6,no,5,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,6,4
GAL,6,no,4,4
GAL,6,no,2,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,7,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,6,4
GAL,6,no,22,4
GAL,6,no,5,4
GAL,6,no,6,4
GAL,6,no,1,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,4,4
GAL,6,no,5,4
GAL,6,no,3,4
GAL,6,no,4,4
GAL,6,no,5,4
GAL,6,no,2,4
GAL,6,no,5,4
GAL,6,no,4,4
GAL,6,no,3,4
GAL,6,no,4,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,4,4
GAL,6,no,4,4
GAL,6,no,5,4
GAL,6,no,2,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,5,4
GAL,6,no,4,4
GAL,6,no,5,4
GAL,6,no,4,4
GAL,6,no,3,4
GAL,6,no,9,4
GAL,6,no,4,4
GAL,6,no,3,4
GAL,6,no,10,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,2,4
GAL,6,no,5,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,3,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,5,4
GAL,6,no,13,4
GAL,6,no,1,4
GAL,6,no,8,4
GAL,6,no,4,4
GAL,6,no,5,4
GAL,6,no,6,4
GAL,6,no,2,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,6,no,3,4
GAL,6,no,5,4
GAL,6,no,5,4
GAL,6,no,1,4
GAL,6,no,4,4
GAL,6,no,4,4
GAL,6,no,4,4
GAL,6,no,7,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,8,4
GAL,6,no,4,4
GAL,6,no,3,4
GAL,6,no,2,4
GAL,6,no,2,4
GAL,6,no,3,4
GAL,7,no,3,4
GAL,7,no,2,4
GAL,7,no,6,4
GAL,7,no,1,4
GAL,7,no,3,4
GAL,7,no,4,4
GAL,7,no,5,4
GAL,7,no,4,4
GAL,7,no,4,4
GAL,7,no,2,4
GAL,7,no,4,4
GAL,7,no,6,4
GAL,7,no,7,4
GAL,7,no,3,4
GAL,7,no,4,4
GAL,7,no,4,4
GAL,7,no,6,4
GAL,7,no,21,4
GAL,7,no,3,4
GAL,7,no,3,4
GAL,7,no,4,4
GAL,7,no,19,4
GAL,7,no,2,4
GAL,7,no,5,4
GAL,7,no,2,4
GAL,7,no,5,4
GAL,7,no,11,4
GAL,7,no,3,4
GAL,7,no,6,4
GAL,7,no,2,4
GAL,7,no,3,4
GAL,7,no,2,4
GAL,7,no,5,4
GAL,7,no,3,4
GAL,7,no,3,4
GAL,7,no,3,4
GAL,7,no,3,4
GAL,7,no,5,4
GAL,7,no,3,4
GAL,7,no,2,4
GAL,7,no,3,4
GAL,7,no,4,4
GAL,7,no,5,4
GAL,7,no,3,4
GAL,7,no,2,4
GAL,7,no,4,4
GAL,7,no,4,4
GAL,7,no,5,4
GAL,7,no,6,4
GAL,7,no,4,4
GAL,7,no,3,4
GAL,7,no,2,4
GAL,7,no,6,4
GAL,7,no,2,4
GAL,7,no,12,4
GAL,7,no,3,4
GAL,7,no,3,4
GAL,7,no,3,4
GAL,7,no,6,4
GAL,7,no,10,4
GAL,7,no,5,4
